age,gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_sub_willingness_binary,uses_smartphone,uses_computer,uses_speaker,uses_wearable,device_diversity,primary_listening_device,Age_Segment,Relaxation,Motivational,Sadness,Social,Uses_Recommendations,Uses_Playlists,Uses_Radio,Uses_External,music_expl_category,Travel_Listening,Leisure_Listening,Workout_Listening,Study_Listening,Office_Listening,Night_Winddown,pod_lis_category
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time",Playlists,4,Never,No Podcast Usage,Conversational,No Podcast Usage,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,1,1,0,0,0,Non-podcast user
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Premium,Yes,Individual plan,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Lifestyle and Health,Story telling,Both,Both,Satisfied,1,1,1,0,0,2,Smartphone,Young Adult,1,0,1,0,1,0,0,0,Algorithm-driven,1,1,1,0,0,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,None,Music,Melody,Morning,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Health and Fitness,Educational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Light user
12-20,Others,1 year to 2 years,Computer or laptop,Free,Yes,Duo plan,Podcast,Rap,Night,Sadness or melancholy,leisure time,Others,2,Rarely,Health and Fitness,Story telling,unknown Podcasters,Both,Dissatisfied,1,0,1,0,0,1,Computer,Teen Listener,0,0,1,0,0,0,0,1,External Discovery,0,1,0,0,0,0,Light user
12-20,Female,1 year to 2 years,Computer or laptop,Premium,No,Individual plan,Music,Classical,Morning,Relaxation and stress relief,Study Hours,Playlists,2,Once a week,Health and Fitness,Interview,Well known individuals,Both,Ok,0,0,1,0,0,1,Computer,Teen Listener,1,0,0,0,0,1,0,0,Playlist-driven,0,0,0,1,0,0,Light user
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium,Yes,Individual plan,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling",Playlists,2,Several times a week,Comedy,Educational,Both,Longer,Satisfied,1,0,0,1,0,1,Speaker,Teen Listener,0,0,1,0,0,1,0,0,Playlist-driven,1,0,0,1,0,0,Regular user
12-20,Female,6 months to 1 year,Computer or laptop,Premium,No,Duo plan,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Several times a week,Sports,Conversational,unknown Podcasters,Longer,Satisfied,0,0,1,0,0,1,Computer,Teen Listener,0,0,1,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Regular user
20-35,Female,1 year to 2 years,Computer or laptop,Free,Yes,Family plan,Podcast,Rap,Afternoon,Uplifting and motivational,While Traveling,Radio,4,Several times a week,Lifestyle and Health,Story telling,Both,Longer,Satisfied,1,0,1,0,0,1,Computer,Young Adult,0,1,0,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Regular user
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium,Yes,Individual plan,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Once a week,Health and Fitness,Interview,Both,Longer,Very Satisfied,1,0,0,1,0,1,Speaker,Young Adult,0,0,1,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Light user
20-35,Others,1 year to 2 years,Smart speakers or voice assistants,Free,No,Duo plan,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Once a week,Health and Fitness,Interview,Both,Longer,Ok,0,0,0,1,0,1,Speaker,Young Adult,0,0,1,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,Computer or laptop,Free,Yes,Individual plan,Music,Classical,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Interview,Well known individuals,Longer,Ok,1,0,1,0,0,1,Computer,Young Adult,0,0,1,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Light user
20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Free,Yes,Family plan,Podcast,Rap,Morning,Uplifting and motivational,While Traveling,Radio,2,Rarely,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,1,0,0,1,0,1,Speaker,Young Adult,0,1,0,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Light user
35-60,Female,6 months to 1 year,Smart speakers or voice assistants,Free,No,Duo plan,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Others,3,Once a week,Health and Fitness,Conversational,Both,Both,Dissatisfied,0,0,0,1,0,1,Speaker,Adult Listener,0,0,1,0,0,0,0,1,External Discovery,1,0,0,0,0,0,Light user
35-60,Female,6 months to 1 year,Computer or laptop,Free,Yes,Individual plan,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, Workout session","Playlists, Radio",3,Once a week,Sports,Interview,Both,Longer,Satisfied,1,0,1,0,0,1,Computer,Adult Listener,0,0,1,0,0,1,1,0,Playlist-driven,0,0,1,1,0,0,Light user
20-35,Others,6 months to 1 year,Smart speakers or voice assistants,Premium,Yes,Individual plan,Music,Rap,Night,Uplifting and motivational,Study Hours,Playlists,3,Rarely,Lifestyle and Health,Story telling,Both,Longer,Very Satisfied,1,0,0,1,0,1,Speaker,Young Adult,0,1,0,0,0,1,0,0,Playlist-driven,0,0,0,1,0,0,Light user
20-35,Female,1 year to 2 years,Wearable devices,Premium,Yes,Individual plan,Music,Electronic/Dance,Afternoon,Sadness or melancholy,Workout session,Radio,3,Rarely,Sports,Conversational,Both,Both,Satisfied,1,0,0,0,1,1,Wearable,Young Adult,0,0,1,0,0,0,1,0,Radio/Autoplay,0,0,1,0,0,0,Light user
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium,Yes,Individual plan,Podcast,Rap,Afternoon,Sadness or melancholy,Workout session,Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Both,Satisfied,1,0,0,1,0,1,Speaker,Teen Listener,0,0,1,0,0,0,1,0,Radio/Autoplay,0,0,1,0,0,0,Light user
35-60,Female,6 months to 1 year,Computer or laptop,Premium,No,Family plan,Podcast,Melody,Morning,Uplifting and motivational,Workout session,Radio,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Both,Ok,0,0,1,0,0,1,Computer,Adult Listener,0,1,0,0,0,0,1,0,Radio/Autoplay,0,0,1,0,0,0,Light user
20-35,Female,Less than 6 months,Computer or laptop,Premium,No,Duo plan,Music,Classical,Afternoon,Uplifting and motivational,Workout session,Others,2,Once a week,Sports,No Podcast Usage,unknown Podcasters,Both,Ok,0,0,1,0,0,1,Computer,Young Adult,0,1,0,0,0,0,0,1,External Discovery,0,0,1,0,0,0,Light user
20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Free,No,Duo plan,Podcast,Classical,Morning,Uplifting and motivational,"Study Hours, leisure time","Playlists, Radio, Others",3,Once a week,Lifestyle and Health,Interview,Both,Both,Ok,0,0,0,1,0,1,Speaker,Young Adult,0,1,0,0,0,1,1,1,Playlist-driven,0,1,0,1,0,0,Light user
20-35,Male,6 months to 1 year,Computer or laptop,Premium,No,Family plan,Podcast,Classical,Afternoon,Uplifting and motivational,While Traveling,Radio,3,Rarely,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,0,0,1,0,0,1,Computer,Young Adult,0,1,0,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Light user
20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free,No,Family plan,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling",Playlists,3,Rarely,Sports,Conversational,Both,Both,Ok,0,1,0,1,0,2,Smartphone,Young Adult,0,0,1,0,0,1,0,0,Playlist-driven,1,0,0,1,0,0,Light user
12-20,Male,6 months to 1 year,Computer or laptop,Free,Yes,Duo plan,Podcast,Classical,Afternoon,Sadness or melancholy,Workout session,"Radio, Others",3,Rarely,Sports,Story telling,Well known individuals,Longer,Ok,1,0,1,0,0,1,Computer,Teen Listener,0,0,1,0,0,0,1,1,Radio/Autoplay,0,0,1,0,0,0,Light user
20-35,Others,6 months to 1 year,Smart speakers or voice assistants,Free,Yes,Duo plan,Music,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, leisure time","recommendations, Radio, Others",3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,1,0,0,1,0,1,Speaker,Young Adult,1,0,1,0,1,0,1,1,Algorithm-driven,1,1,0,1,0,0,Light user
20-35,Female,1 year to 2 years,Computer or laptop,Free,Yes,Duo plan,Podcast,Classical,Night,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, leisure time",Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Both,Satisfied,1,0,1,0,0,1,Computer,Young Adult,0,1,1,0,0,0,1,0,Radio/Autoplay,1,1,0,1,0,0,Light user
12-20,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium,No,Duo plan,Music,Rap,Afternoon,"Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, Workout session","Playlists, Radio, Others",2,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,0,0,1,1,0,2,Computer,Teen Listener,0,1,0,1,0,1,1,1,Playlist-driven,0,0,1,1,1,0,Regular user
12-20,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium,Yes,Family plan,Podcast,Melody,Night,Sadness or melancholy,Study Hours,Radio,3,Once a week,Comedy,Interview,unknown Podcasters,Both,Ok,1,0,1,1,0,2,Computer,Teen Listener,0,0,1,0,0,0,1,0,Radio/Autoplay,0,0,0,1,0,0,Light user
12-20,Female,1 year to 2 years,Computer or laptop,Free,Yes,Family plan,Podcast,Melody,Afternoon,Uplifting and motivational,Workout session,Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Longer,Very Satisfied,1,0,1,0,0,1,Computer,Teen Listener,0,1,0,0,0,0,1,0,Radio/Autoplay,0,0,1,0,0,0,Light user
20-35,Male,6 months to 1 year,Smart speakers or voice assistants,Free,No,Duo plan,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,"Playlists, Radio",2,Several times a week,Comedy,Story telling,Both,Longer,Ok,0,0,0,1,0,1,Speaker,Young Adult,1,0,0,0,0,1,1,0,Playlist-driven,1,0,0,0,0,0,Regular user
20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free,Yes,Family plan,Podcast,Classical,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations, Radio, Others",4,Several times a week,Lifestyle and Health,Story telling,unknown Podcasters,Both,Dissatisfied,1,1,0,1,1,3,Smartphone,Young Adult,1,0,1,0,1,0,1,1,Algorithm-driven,1,0,1,0,1,0,Regular user
20-35,Female,1 year to 2 years,Smartphone,Premium,Yes,Family plan,Music,Melody,Afternoon,Sadness or melancholy,leisure time,Others,3,Rarely,Sports,Story telling,Both,Both,Ok,1,1,0,0,0,1,Smartphone,Young Adult,0,0,1,0,0,0,0,1,External Discovery,0,1,0,0,0,0,Light user
6-12,Others,More than 2 years,Computer or laptop,Free,No,Individual plan,Music,Rap,Morning,Social gatherings or parties,Study Hours,Radio,3,Several times a week,Sports,Conversational,Well known individuals,Both,Satisfied,0,0,1,0,0,1,Computer,Teen Listener,0,0,0,1,0,0,1,0,Radio/Autoplay,0,0,0,1,0,0,Regular user
12-20,Male,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free,No,Duo plan,Podcast,Classical,Afternoon,"Uplifting and motivational, Social gatherings or parties",While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Both,Very Satisfied,0,0,1,1,1,3,Computer,Teen Listener,0,1,0,1,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
6-12,Others,1 year to 2 years,Computer or laptop,Premium,No,Duo plan,Podcast,Classical,Afternoon,Uplifting and motivational,Workout session,Playlists,4,Rarely,Sports,Story telling,unknown Podcasters,Both,Ok,0,0,1,0,0,1,Computer,Teen Listener,0,1,0,0,0,1,0,0,Playlist-driven,0,0,1,0,0,0,Light user
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free,Yes,Individual plan,Podcast,Rap,Afternoon,Sadness or melancholy,leisure time,Playlists,4,Rarely,Comedy,Story telling,unknown Podcasters,Longer,Satisfied,1,0,0,1,0,1,Speaker,Young Adult,0,0,1,0,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Light user
20-35,Male,6 months to 1 year,Computer or laptop,Free,Yes,Individual plan,Podcast,Classical,Afternoon,Uplifting and motivational,Study Hours,recommendations,3,Several times a week,Lifestyle and Health,Interview,Well known individuals,Longer,Ok,1,0,1,0,0,1,Computer,Young Adult,0,1,0,0,1,0,0,0,Algorithm-driven,0,0,0,1,0,0,Regular user
20-35,Male,1 year to 2 years,Smart speakers or voice assistants,Premium,Yes,Student plan,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,4,Rarely,Sports,Conversational,Both,Both,Satisfied,1,0,0,1,0,1,Speaker,Young Adult,0,0,1,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Light user
20-35,Female,6 months to 1 year,Computer or laptop,Free,No,Duo plan,Podcast,Classical,Afternoon,Sadness or melancholy,"Study Hours, Workout session",Radio,3,Several times a week,Health and Fitness,Story telling,Both,Shorter,Satisfied,0,0,1,0,0,1,Computer,Young Adult,0,0,1,0,0,0,1,0,Radio/Autoplay,0,0,1,1,0,0,Regular user
20-35,Female,6 months to 1 year,Computer or laptop,Free,Yes,Family plan,Music,Rap,Afternoon,Social gatherings or parties,While Traveling,Playlists,3,Once a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied,1,0,1,0,0,1,Computer,Young Adult,0,0,0,1,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Premium,Yes,Duo plan,Podcast,Rap,Afternoon,Uplifting and motivational,"Office hours, While Traveling","recommendations, Playlists, Others",4,Several times a week,Sports,Story telling,Both,Longer,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,0,1,0,0,1,1,0,1,Hybrid: Rec + Playlist,1,0,0,0,1,0,Regular user
12-20,Male,6 months to 1 year,Smart speakers or voice assistants,Free,Yes,Duo plan,Podcast,Classical,Afternoon,Relaxation and stress relief,"While Traveling, leisure time",Radio,3,Once a week,Sports,Interview,Well known individuals,Both,Very Dissatisfied,1,0,0,1,0,1,Speaker,Teen Listener,1,0,0,0,0,0,1,0,Radio/Autoplay,1,1,0,0,0,0,Light user
12-20,Female,6 months to 1 year,Computer or laptop,Premium,No,None,Music,Pop,Afternoon,Sadness or melancholy,While Traveling,Others,3,Rarely,Health and Fitness,Interview,unknown Podcasters,Both,Ok,0,0,1,0,0,1,Computer,Teen Listener,0,0,1,0,0,0,0,1,External Discovery,1,0,0,0,0,0,Light user
12-20,Others,1 year to 2 years,Smart speakers or voice assistants,Free,No,Duo plan,Music,Classical,Afternoon,Uplifting and motivational,Study Hours,Radio,3,Rarely,Lifestyle and Health,Story telling,unknown Podcasters,Longer,Satisfied,0,0,0,1,0,1,Speaker,Teen Listener,0,1,0,0,0,0,1,0,Radio/Autoplay,0,0,0,1,0,0,Light user
12-20,Male,More than 2 years,Smart speakers or voice assistants,Premium,Yes,Student plan,Podcast,Classical,Afternoon,Relaxation and stress relief,Study Hours,Playlists,3,Several times a week,Health and Fitness,Story telling,Well known individuals,Longer,Very Satisfied,1,0,0,1,0,1,Speaker,Teen Listener,1,0,0,0,0,1,0,0,Playlist-driven,0,0,0,1,0,0,Regular user
20-35,Female,1 year to 2 years,Wearable devices,Free,Yes,Duo plan,Podcast,Classical,Morning,Uplifting and motivational,"Office hours, While Traveling","recommendations, Radio",3,Rarely,Health and Fitness,Story telling,Both,Longer,Satisfied,1,0,0,0,1,1,Wearable,Young Adult,0,1,0,0,1,0,1,0,Algorithm-driven,1,0,0,0,1,0,Light user
20-35,Male,Less than 6 months,Smart speakers or voice assistants,Premium,Yes,Duo plan,Music,Classical,Morning,Uplifting and motivational,Workout session,Playlists,4,Rarely,Lifestyle and Health,Interview,unknown Podcasters,Both,Satisfied,1,0,0,1,0,1,Speaker,Young Adult,0,1,0,0,0,1,0,0,Playlist-driven,0,0,1,0,0,0,Light user
20-35,Female,Less than 6 months,Computer or laptop,Free,No,Duo plan,Podcast,Classical,Morning,Uplifting and motivational,"Office hours, Study Hours, While Traveling","Playlists, Radio",3,Rarely,Health and Fitness,Conversational,unknown Podcasters,Both,Ok,0,0,1,0,0,1,Computer,Young Adult,0,1,0,0,0,1,1,0,Playlist-driven,1,0,0,1,1,0,Light user
12-20,Female,6 months to 1 year,Wearable devices,Premium,Yes,Duo plan,Podcast,Rap,Morning,Relaxation and stress relief,While Traveling,Playlists,2,Rarely,Sports,No Podcast Usage,Well known individuals,Both,Ok,1,0,0,0,1,1,Wearable,Teen Listener,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, leisure time","recommendations, Others",4,Rarely,Lifestyle and Health,Educational,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,1,0,0,1,Algorithm-driven,0,1,0,1,0,0,Light user
20-35,Male,More than 2 years,Smartphone,Premium,Yes,Individual plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",Study Hours,"recommendations, Playlists",5,Rarely,Comedy,Story telling,Both,Longer,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,1,1,0,0,Hybrid: Rec + Playlist,0,0,0,1,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Melody,Night,Relaxation and stress relief,Office hours,recommendations,4,Rarely,Other,Educational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,0,0,0,1,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,Yes,Individual plan,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session","recommendations, Others",4,Once a week,Other,Story telling,Both,Both,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,1,0,0,1,Algorithm-driven,1,0,1,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free,No,None,Music,Other,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,1,1,0,3,Smartphone,Young Adult,1,1,0,0,1,1,0,1,Hybrid: Rec + Playlist,1,1,0,1,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Rarely,No Podcast Usage,Conversational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Wearable devices",Free,Yes,Student plan,Music,Pop,Morning,"Uplifting and motivational, Sadness or melancholy",While Traveling,recommendations,5,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,1,1,1,0,1,3,Smartphone,Young Adult,0,1,1,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free,Yes,Student plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,2,Rarely,Comedy,Story telling,Both,Shorter,Ok,1,1,1,0,0,2,Smartphone,Young Adult,1,1,1,1,0,0,0,1,External Discovery,1,1,1,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Pop,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,No Podcast Usage,Story telling,Both,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,6 months to 1 year,Smartphone,Premium,Yes,Individual plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Workout session, leisure time","recommendations, Others",2,Several times a week,Comedy,Conversational,Both,Longer,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,1,0,0,1,Algorithm-driven,0,1,1,0,0,0,Regular user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Premium,Yes,Student plan,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","Office hours,Study Hours, While Traveling, leisure time","Playlists, Radio",3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,1,1,1,0,0,2,Smartphone,Young Adult,1,0,1,0,0,1,1,0,Playlist-driven,1,1,0,1,1,0,Non-podcast user
